country,isocode,year,pop,emp,hc,rgdpna,labsh,avh
United Kingdom,GBR,2016,66.298,31.938,3.75,2890880.8,0.5862,1667.7
United Kingdom,GBR,2017,66.727,32.243,3.7578,2941191.0,0.587,1668.9
United Kingdom,GBR,2018,67.142,32.632,3.7657,2978032.2,0.5896,1663.2
United Kingdom,GBR,2019,67.53,32.982,3.7736,3015582.8,0.5896,1667.9
Greece,GRC,1950,,,,,,
Greece,GRC,1951,7.534,3.375,1.531,38960.2,0.4882,2312.6
Greece,GRC,1952,7.62,3.412,1.5715,38368.5,0.4882,2303.0
Greece,GRC,1953,7.702,3.447,1.6132,41720.1,0.4882,2293.5
Greece,GRC,1954,7.777,3.48,1.6559,43573.4,0.4882,2284.0
Greece,GRC,1955,7.848,3.51,1.6998,45901.9,0.4882,2274.5
Greece,GRC,1956,7.913,3.537,1.752,49937.2,0.4882,2265.1
Greece,GRC,1957,7.977,3.556,1.8033,53510.4,0.4882,2255.8
Greece,GRC,1958,8.053,3.583,1.8561,55971.8,0.4882,2246.4
Greece,GRC,1959,8.137,3.592,1.9104,58050.5,0.4882,2237.1
Greece,GRC,1960,8.205,3.608,1.9664,59399.9,0.4882,2227.9
Greece,GRC,1961,8.275,3.623,1.9781,67243.0,0.4882,2218.0
Greece,GRC,1962,8.324,3.587,1.99,67488.3,0.4882,2208.1
Greece,GRC,1963,8.355,3.536,2.0018,75482.2,0.4882,2198.3
Greece,GRC,1964,8.385,3.49,2.0138,82584.8,0.4882,2188.5
Greece,GRC,1965,8.425,3.466,2.0258,91477.6,0.4882,2178.8
Greece,GRC,1966,8.487,3.435,2.0379,97418.6,0.4882,2169.1
Greece,GRC,1967,8.588,3.394,2.0501,102941.7,0.4882,2159.5
Greece,GRC,1968,8.612,3.353,2.0624,110357.3,0.4882,2149.9
Greece,GRC,1969,8.644,3.343,2.0747,123118.7,0.4882,2140.3
Greece,GRC,1970,8.664,3.339,2.0871,134113.9,0.4882,2098.6
Greece,GRC,1971,8.717,3.356,2.106,144630.0,0.4882,2099.6
Greece,GRC,1972,8.775,3.373,2.1252,159324.7,0.4882,2101.1
Greece,GRC,1973,8.84,3.416,2.1445,172217.8,0.4882,2102.5
Greece,GRC,1974,8.919,3.438,2.164,161130.0,0.4882,2104.0
Greece,GRC,1975,9.014,3.445,2.1837,171388.8,0.4882,2105.3
Greece,GRC,1976,9.127,3.484,2.2036,183132.2,0.4882,2106.7
Greece,GRC,1977,9.255,3.507,2.2236,188518.2,0.4882,2108.0
Greece,GRC,1978,9.389,3.526,2.2438,202179.8,0.4882,2109.6
Greece,GRC,1979,9.516,3.568,2.2642,208815.5,0.4882,2111.0
Greece,GRC,1980,9.627,3.624,2.2848,210229.5,0.4882,2111.7
Greece,GRC,1981,9.72,3.815,2.3082,206963.1,0.4882,2111.8
Greece,GRC,1982,9.797,3.782,2.3319,204618.9,0.4882,2111.4
Greece,GRC,1983,9.861,3.804,2.3558,202411.9,0.4882,2108.9
Greece,GRC,1984,9.916,3.799,2.3799,206481.5,0.4882,2108.5
Greece,GRC,1985,9.968,3.901,2.4043,211663.3,0.4882,2107.5
Greece,GRC,1986,10.015,3.921,2.4289,212759.0,0.4882,2107.8
Greece,GRC,1987,10.057,3.925,2.4538,207953.0,0.4882,2110.1
Greece,GRC,1988,10.101,4.005,2.4789,216869.8,0.4882,2107.3
Greece,GRC,1989,10.156,4.022,2.5043,225110.8,0.4882,2109.3
Greece,GRC,1990,10.226,4.063,2.5299,225110.8,0.4882,2111.6
Greece,GRC,1991,10.315,3.978,2.5571,232089.3,0.4882,2112.9
Greece,GRC,1992,10.42,4.045,2.5765,233713.9,0.4882,2112.9
Greece,GRC,1993,10.534,4.099,2.5951,229974.5,0.4882,2112.1
Greece,GRC,1994,10.645,4.199,2.6139,234574.0,0.4882,2110.2
Greece,GRC,1995,10.746,4.257,2.6328,239499.4,0.4882,2110.7
Greece,GRC,1996,10.832,4.248,2.6518,246354.1,0.4813,2109.4
Greece,GRC,1997,10.906,4.239,2.6709,257401.2,0.4909,2107.9
Greece,GRC,1998,10.97,4.426,2.6902,267426.7,0.4927,2108.4
Greece,GRC,1999,11.028,4.434,2.7096,275643.6,0.5037,2104.9
Greece,GRC,2000,11.082,4.452,2.7292,286448.2,0.5023,2107.6
Greece,GRC,2001,11.134,4.466,2.7498,298283.2,0.5074,2101.1
Greece,GRC,2002,11.182,4.578,2.7705,309984.4,0.538,2093.2
Greece,GRC,2003,11.219,4.646,2.7913,327946.6,0.5416,2091.5
Greece,GRC,2004,11.235,4.753,2.8124,344544.2,0.5304,2082.6
Greece,GRC,2005,11.225,4.779,2.8335,346608.5,0.5414,2136.2
Greece,GRC,2006,11.185,4.834,2.8549,366200.3,0.5461,2125.3
Greece,GRC,2007,11.12,4.858,2.8764,378188.8,0.5432,2111.0
Greece,GRC,2008,11.04,4.872,2.898,376921.2,0.5397,2106.3
Greece,GRC,2009,10.959,4.796,2.9199,360710.8,0.5512,2081.2
Greece,GRC,2010,10.888,4.637,2.9419,340948.8,0.5502,2019.6
Greece,GRC,2011,10.829,4.301,2.9627,306344.8,0.5516,2037.7
Greece,GRC,2012,10.781,4.034,2.9838,284648.4,0.5286,2055.4
Greece,GRC,2013,10.74,3.942,3.005,276844.0,0.5078,2059.2
Greece,GRC,2014,10.701,3.99,3.0263,278776.8,0.5217,2020.9
Greece,GRC,2015,10.66,4.03,3.0478,277628.5,0.5183,2031.1
Greece,GRC,2016,10.615,4.049,3.0695,276268.5,0.538,2030.1
Greece,GRC,2017,10.569,4.102,3.0913,279807.0,0.5388,2045.2
Greece,GRC,2018,10.522,4.161,3.1132,284169.1,0.5509,2044.4
Greece,GRC,2019,10.473,4.235,3.1353,289445.2,0.5509,2036.5
Ireland,IRL,1950,2.921,1.255,2.1588,25905.2,0.5556,2419.4
Ireland,IRL,1951,2.918,1.242,2.168,26790.3,0.5556,2407.6
Ireland,IRL,1952,2.91,1.228,2.1773,26329.1,0.5556,2395.8
Ireland,IRL,1953,2.906,1.215,2.1866,27300.6,0.5556,2384.1
Ireland,IRL,1954,2.895,1.2,2.1959,27509.3,0.5556,2372.4
Ireland,IRL,1955,2.875,1.181,2.2053,28780.2,0.5556,2360.8
Ireland,IRL,1956,2.854,1.162,2.2172,27794.2,0.5556,2349.3
Ireland,IRL,1957,2.838,1.119,2.2291,27000.7,0.5556,2337.8
Ireland,IRL,1958,2.811,1.103,2.241,26917.0,0.5556,2326.3
Ireland,IRL,1959,2.803,1.095,2.2531,28451.0,0.5556,2314.9
Ireland,IRL,1960,2.792,1.089,2.2652,29555.5,0.5556,2303.6
Ireland,IRL,1961,2.778,1.084,2.2782,31027.7,0.5556,2306.6
Ireland,IRL,1962,2.79,1.095,2.2914,32220.4,0.5556,2309.6
Ireland,IRL,1963,2.81,1.101,2.3046,33825.4,0.5556,2312.6
Ireland,IRL,1964,2.824,1.106,2.3179,35304.8,0.5556,2315.6
Ireland,IRL,1965,2.835,1.104,2.3312,36149.4,0.5556,2318.6
Ireland,IRL,1966,2.843,1.1,2.3447,36231.2,0.5556,2321.6
Ireland,IRL,1967,2.859,1.095,2.3582,38095.1,0.5556,2324.7
Ireland,IRL,1968,2.871,1.098,2.3718,41560.6,0.5556,2327.7
Ireland,IRL,1969,2.884,1.101,2.3854,44511.8,0.5556,2330.7
Ireland,IRL,1970,2.908,1.087,2.3992,45308.0,0.5556,2333.7
Ireland,IRL,1971,2.944,1.103,2.4187,46880.1,0.5556,2316.7
Ireland,IRL,1972,2.987,1.088,2.4383,49922.6,0.5556,2296.6
Ireland,IRL,1973,3.034,1.103,2.4581,52279.6,0.5556,2284.0
Ireland,IRL,1974,3.085,1.119,2.478,54506.8,0.5556,2247.7
Ireland,IRL,1975,3.137,1.11,2.4981,57590.1,0.5556,2237.7
Ireland,IRL,1976,3.19,1.101,2.5184,58393.4,0.5556,2232.2
Ireland,IRL,1977,3.243,1.14,2.5389,63188.2,0.5556,2202.7
Ireland,IRL,1978,3.294,1.156,2.5595,67729.4,0.5556,2183.1
Ireland,IRL,1979,3.342,1.212,2.5736,69810.7,0.5556,2161.3
Ireland,IRL,1980,3.385,1.205,2.5876,71960.4,0.5556,2122.1
Ireland,IRL,1981,3.422,1.2,2.6015,74353.3,0.5556,2090.7
Ireland,IRL,1982,3.454,1.193,2.6153,76051.1,0.5556,2083.4
Ireland,IRL,1983,3.479,1.183,2.6293,75865.3,0.5556,2073.2
Ireland,IRL,1984,3.499,1.16,2.6433,79168.8,0.5556,2055.1
Ireland,IRL,1985,3.511,1.155,2.6574,81611.6,0.5556,2062.2
Ireland,IRL,1986,3.516,1.15,2.6716,81262.1,0.5556,2096.7
Ireland,IRL,1987,3.516,1.157,2.6858,85051.4,0.5556,2076.1
Ireland,IRL,1988,3.512,1.159,2.7002,89488.9,0.5556,2084.4
Ireland,IRL,1989,3.51,1.162,2.7146,94691.7,0.5556,2091.8
Ireland,IRL,1990,3.511,1.215,2.729,102708.8,0.5556,2080.2
Ireland,IRL,1991,3.518,1.207,2.7415,104690.7,0.5556,2045.2
Ireland,IRL,1992,3.53,1.207,2.754,108190.8,0.5556,1996.8
Ireland,IRL,1993,3.547,1.225,2.7666,111103.9,0.5556,1970.1
Ireland,IRL,1994,3.568,1.266,2.7793,117498.9,0.5556,1970.4
Ireland,IRL,1995,3.592,1.323,2.792,128819.2,0.5556,1962.0
Ireland,IRL,1996,3.62,1.372,2.8047,138314.4,0.5568,1953.6
Ireland,IRL,1997,3.651,1.424,2.8175,153548.8,0.5307,1954.2
Ireland,IRL,1998,3.688,1.517,2.8304,166949.6,0.5082,1953.2
Ireland,IRL,1999,3.731,1.616,2.8434,184490.0,0.4962,1941.9
Ireland,IRL,2000,3.783,1.689,2.8563,201857.4,0.4828,1932.7
Ireland,IRL,2001,3.842,1.741,2.8734,212576.5,0.477,1923.5
Ireland,IRL,2002,3.908,1.768,2.8906,225117.9,0.452,1904.3
Ireland,IRL,2003,3.98,1.805,2.9079,231873.5,0.4608,1886.8
Ireland,IRL,2004,4.058,1.868,2.9253,247601.1,0.4711,1875.3
Ireland,IRL,2005,4.141,1.957,2.9428,261804.9,0.4849,1883.2
Ireland,IRL,2006,4.231,2.035,2.9604,274873.7,0.4895,1878.8
Ireland,IRL,2007,4.325,2.11,2.9781,289493.4,0.4978,1864.9
Ireland,IRL,2008,4.416,2.098,2.9959,276644.4,0.5304,1843.9
Ireland,IRL,2009,4.495,1.948,3.0138,262605.5,0.5264,1811.8
Ireland,IRL,2010,4.554,1.883,3.0319,267262.2,0.4904,1721.0
Ireland,IRL,2011,4.591,1.849,3.0486,268868.7,0.4672,1736.5
Ireland,IRL,2012,4.608,1.838,3.0654,269212.3,0.4586,1737.9
Ireland,IRL,2013,4.615,1.886,3.0822,272515.1,0.4506,1743.5
Ireland,IRL,2014,4.627,1.927,3.0992,296061.6,0.4298,1757.0
Ireland,IRL,2015,4.652,1.989,3.1163,370599.3,0.3288,1770.6
Ireland,IRL,2016,4.696,2.059,3.1335,377988.2,0.3398,1762.9
Ireland,IRL,2017,4.753,2.123,3.1507,412496.4,0.3274,1774.7
Ireland,IRL,2018,4.819,2.194,3.1681,447626.2,0.3168,1785.4
Ireland,IRL,2019,4.882,2.26,3.1855,472537.5,0.3168,1772.0
Iceland,ISL,1950,0.143,0.065,1.9693,1255.1,0.6347,
Iceland,ISL,1951,0.146,0.066,1.9789,1237.3,0.6347,
Iceland,ISL,1952,0.148,0.066,1.9885,1212.9,0.6347,
Iceland,ISL,1953,0.151,0.067,1.9982,1393.1,0.6347,
Iceland,ISL,1954,0.155,0.068,2.0079,1525.9,0.6347,
Iceland,ISL,1955,0.158,0.069,2.0177,1691.5,0.6347,
Iceland,ISL,1956,0.162,0.069,2.0248,1741.7,0.6347,
Iceland,ISL,1957,0.165,0.069,2.0319,1744.5,0.6347,
Iceland,ISL,1958,0.169,0.07,2.039,1904.0,0.6347,
Iceland,ISL,1959,0.173,0.07,2.0461,1958.2,0.6347,
Iceland,ISL,1960,0.176,0.071,2.0533,2009.5,0.6347,
Iceland,ISL,1961,0.179,0.072,2.0668,2007.8,0.6347,
Iceland,ISL,1962,0.182,0.073,2.0803,2174.7,0.6347,
Iceland,ISL,1963,0.186,0.074,2.094,2398.4,0.6347,
Iceland,ISL,1964,0.189,0.08,2.1077,2636.2,0.6347,2115.8
Iceland,ISL,1965,0.193,0.084,2.1216,2828.4,0.6347,2092.8
Iceland,ISL,1966,0.196,0.086,2.1375,3075.5,0.6347,2080.6
Iceland,ISL,1967,0.199,0.085,2.1536,3036.5,0.6347,2045.2
Iceland,ISL,1968,0.202,0.086,2.1698,2870.3,0.6347,1998.6
Iceland,ISL,1969,0.203,0.087,2.1861,2938.4,0.6347,1970.4
Iceland,ISL,1970,0.204,0.09,2.2026,3157.6,0.6347,1953.2
Iceland,ISL,1971,0.207,0.095,2.2224,3570.0,0.6347,1915.2
Iceland,ISL,1972,0.21,0.097,2.2423,3790.5,0.6347,1882.5
Iceland,ISL,1973,0.213,0.1,2.2625,4048.5,0.6347,1865.3
Iceland,ISL,1974,0.216,0.103,2.2828,4279.5,0.6347,1840.9
Iceland,ISL,1975,0.218,0.105,2.3034,4307.2,0.6347,1816.5
Iceland,ISL,1976,0.22,0.109,2.3276,4563.8,0.6347,1789.3
Iceland,ISL,1977,0.222,0.109,2.3521,4966.5,0.6347,1747.8
Iceland,ISL,1978,0.224,0.112,2.3768,5265.3,0.6347,1709.7
Iceland,ISL,1979,0.226,0.113,2.4018,5521.2,0.6347,1697.0
Iceland,ISL,1980,0.228,0.117,2.427,5838.6,0.6347,1687.0
Iceland,ISL,1981,0.231,0.122,2.451,6087.6,0.6347,1680.7
Iceland,ISL,1982,0.233,0.126,2.4751,6218.7,0.6347,1683.4
Iceland,ISL,1983,0.236,0.126,2.4995,6085.0,0.6347,1683.4
Iceland,ISL,1984,0.239,0.128,2.5241,6336.2,0.6347,1681.6
Iceland,ISL,1985,0.242,0.133,2.549,6544.9,0.6347,1680.7
Iceland,ISL,1986,0.244,0.138,2.57,6955.3,0.6347,1673.5
Iceland,ISL,1987,0.247,0.147,2.5876,7549.7,0.6347,1671.6
Iceland,ISL,1988,0.25,0.141,2.6052,7542.9,0.6347,1678.9
Iceland,ISL,1989,0.252,0.139,2.623,7562.4,0.6347,1674.4
Iceland,ISL,1990,0.255,0.138,2.641,7650.8,0.6347,1664.4
Iceland,ISL,1991,0.258,0.138,2.658,7633.7,0.6347,1668.0
Iceland,ISL,1992,0.26,0.137,2.6751,7376.2,0.6347,1668.0
Iceland,ISL,1993,0.263,0.137,2.6923,7473.0,0.6347,1682.9
Iceland,ISL,1994,0.265,0.138,2.7097,7742.7,0.6347,1654.7
Iceland,ISL,1995,0.268,0.143,2.7271,7751.8,0.6347,1641.4
Iceland,ISL,1996,0.27,0.144,2.7463,8106.3,0.664,1658.8
Iceland,ISL,1997,0.273,0.144,2.7657,8573.2,0.5984,1683.7
Iceland,ISL,1998,0.275,0.15,2.7852,9181.5,0.614,1664.6
Iceland,ISL,1999,0.278,0.155,2.8048,9552.7,0.6456,1644.7
Iceland,ISL,2000,0.28,0.157,2.8246,10020.0,0.6485,1695.4
Iceland,ISL,2001,0.283,0.159,2.8475,10410.7,0.6155,1706.2
Iceland,ISL,2002,0.285,0.157,2.8705,10481.6,0.6116,1672.1
Iceland,ISL,2003,0.288,0.157,2.8937,10719.3,0.6363,1638.9
Iceland,ISL,2004,0.291,0.157,2.9172,11581.4,0.6332,1645.5
Iceland,ISL,2005,0.295,0.161,2.9408,12314.5,0.6626,1637.2
Iceland,ISL,2006,0.3,0.169,2.9628,12960.9,0.6794,1627.2
Iceland,ISL,2007,0.305,0.175,2.985,14174.7,0.6702,1605.6
Iceland,ISL,2008,0.311,0.176,3.0074,14457.1,0.5893,1607.3
Iceland,ISL,2009,0.316,0.164,3.03,13477.3,0.5111,1512.3
Iceland,ISL,2010,0.32,0.164,3.0527,13014.2,0.5255,1503.1
Iceland,ISL,2011,0.323,0.167,3.0764,13259.1,0.5496,1511.8
Iceland,ISL,2012,0.326,0.171,3.1005,13431.0,0.5612,1497.9
Iceland,ISL,2013,0.327,0.174,3.125,13986.2,0.57,1499.8
Iceland,ISL,2014,0.329,0.177,3.15,14277.5,0.5737,1488.5
Iceland,ISL,2015,0.33,0.181,3.1754,14955.5,0.5753,1486.4
Iceland,ISL,2016,0.332,0.188,3.2014,15946.6,0.5942,1474.0
Iceland,ISL,2017,0.334,0.192,3.2278,16671.6,0.6276,1464.5
Iceland,ISL,2018,0.337,0.194,3.2548,17307.5,0.6418,1449.4
Iceland,ISL,2019,0.339,0.192,3.2822,17639.6,0.6418,1454.5
Italy,ITA,1950,46.98,19.913,1.7935,340482.5,0.5944,2099.5
Italy,ITA,1951,47.292,19.94,1.8053,370252.1,0.5944,2106.0
Italy,ITA,1952,47.54,20.106,1.8172,386189.0,0.5944,2112.4
Italy,ITA,1953,47.83,20.32,1.8292,409995.3,0.5944,2118.9
Italy,ITA,1954,48.171,20.597,1.8412,426783.8,0.5944,2125.4
Italy,ITA,1955,48.504,20.589,1.8533,449612.8,0.5944,2131.9
Italy,ITA,1956,48.791,20.658,1.865,468125.5,0.5944,2138.4
Italy,ITA,1957,49.052,20.749,1.8768,485915.0,0.5944,2144.9
Italy,ITA,1958,49.345,20.822,1.8886,508710.0,0.5944,2151.5
Italy,ITA,1959,49.7,20.851,1.9005,541882.7,0.5944,2158.1
Italy,ITA,1960,50.065,20.936,1.9124,586457.7,0.5944,2164.7
Italy,ITA,1961,50.389,21.069,1.9271,635193.8,0.5944,2148.0
Italy,ITA,1962,50.709,21.007,1.9419,674182.6,0.5944,2098.9
Italy,ITA,1963,51.063,20.659,1.9567,711546.9,0.5944,2084.2
Italy,ITA,1964,51.464,20.587,1.9717,731041.4,0.5944,2078.1
Italy,ITA,1965,51.849,20.085,1.9868,755409.5,0.5944,2020.5
Italy,ITA,1966,52.193,19.757,2.002,800896.5,0.5944,2039.1
Italy,ITA,1967,52.528,20.003,2.0174,857755.3,0.5944,2063.6
Italy,ITA,1968,52.846,19.993,2.0328,914614.1,0.5944,2057.1
Italy,ITA,1969,53.176,19.849,2.0484,969848.3,0.5944,2056.0
Italy,ITA,1970,53.519,19.942,2.0641,1091688.6,0.5944,2034.7
Italy,ITA,1971,53.889,19.958,2.0858,1111536.6,0.5944,1982.5
Italy,ITA,1972,54.259,19.91,2.1077,1152557.8,0.5944,1963.7
Italy,ITA,1973,54.619,20.166,2.1298,1234687.5,0.5944,1947.5
Italy,ITA,1974,54.958,20.446,2.1522,1302597.0,0.5944,1917.0
Italy,ITA,1975,55.265,20.448,2.1748,1275370.6,0.5944,1901.6
Italy,ITA,1976,55.538,20.658,2.1976,1366245.8,0.5944,1899.5
Italy,ITA,1977,55.778,20.729,2.2207,1401228.4,0.5944,1864.7
Italy,ITA,1978,55.989,20.809,2.244,1446630.1,0.5944,1854.7
Italy,ITA,1979,56.178,21.064,2.2676,1532837.1,0.5944,1848.2
Italy,ITA,1980,56.349,21.402,2.2914,1585413.8,0.5944,1849.3
Italy,ITA,1981,56.505,21.425,2.3164,1598798.2,0.599,1852.6
Italy,ITA,1982,56.645,21.509,2.3416,1605410.6,0.5986,1862.9
Italy,ITA,1983,56.765,21.588,2.3672,1624181.1,0.5983,1867.7
Italy,ITA,1984,56.863,21.598,2.393,1676574.8,0.5784,1856.7
Italy,ITA,1985,56.937,21.818,2.4191,1723486.8,0.5766,1850.5
Italy,ITA,1986,56.984,21.985,2.4454,1772778.1,0.5653,1863.0
Italy,ITA,1987,57.008,22.046,2.4721,1829364.4,0.5635,1877.6
Italy,ITA,1988,57.018,22.285,2.4991,1906094.8,0.5606,1885.3
Italy,ITA,1989,57.029,22.44,2.5263,1970680.6,0.56,1873.1
Italy,ITA,1990,57.048,22.803,2.5538,2011130.5,0.57,1856.4
Italy,ITA,1991,57.088,23.23,2.5766,2041975.9,0.5762,1847.5
Italy,ITA,1992,57.145,23.069,2.5976,2057759.4,0.5736,1850.5
Italy,ITA,1993,57.198,22.456,2.6188,2039481.9,0.5617,1850.6
Italy,ITA,1994,57.214,22.088,2.6401,2083369.2,0.5433,1850.3
Italy,ITA,1995,57.174,22.028,2.6616,2142265.5,0.5254,1856.2
Italy,ITA,1996,57.065,22.115,2.6832,2169403.2,0.5274,1866.2
Italy,ITA,1997,56.904,22.112,2.7051,2209108.0,0.5332,1859.9
Italy,ITA,1998,56.743,22.268,2.7271,2249106.5,0.508,1873.1
Italy,ITA,1999,56.656,22.472,2.7493,2285670.8,0.5114,1869.9
Italy,ITA,2000,56.692,22.918,2.7716,2372228.0,0.5022,1850.2
Italy,ITA,2001,56.875,23.43,2.7934,2418519.0,0.4989,1837.6
Italy,ITA,2002,57.183,23.917,2.8153,2424660.8,0.5022,1826.2
Italy,ITA,2003,57.565,24.322,2.8373,2428022.0,0.5049,1815.1
Italy,ITA,2004,57.948,24.474,2.8596,2462587.2,0.5033,1814.6
Italy,ITA,2005,58.281,24.632,2.882,2482727.5,0.5072,1811.1
Italy,ITA,2006,58.543,25.155,2.9046,2527184.2,0.5104,1811.9
Italy,ITA,2007,58.748,25.427,2.9273,2564765.2,0.5076,1817.7
Italy,ITA,2008,58.922,25.39,2.9503,2540091.8,0.514,1806.5
Italy,ITA,2009,59.106,24.936,2.9734,2405951.2,0.529,1775.2
Italy,ITA,2010,59.325,24.792,2.9967,2447172.2,0.5247,1776.8
Italy,ITA,2011,59.589,24.927,3.0142,2464481.8,0.5205,1772.6
Italy,ITA,2012,59.879,24.914,3.0319,2391018.0,0.5246,1733.6
Italy,ITA,2013,60.167,24.302,3.0496,2346997.8,0.5211,1719.1
Italy,ITA,2014,60.41,24.195,3.0675,2346891.0,0.5182,1716.3
Italy,ITA,2015,60.578,24.445,3.0855,2365157.0,0.5176,1717.5
Italy,ITA,2016,60.663,24.853,3.1035,2395749.5,0.5163,1721.7
Italy,ITA,2017,60.674,25.185,3.1217,2435707.2,0.5164,1719.2
Italy,ITA,2018,60.627,25.418,3.14,2458702.5,0.5224,1722.3
Italy,ITA,2019,60.55,25.596,3.1584,2467128.8,0.5224,1717.8
Japan,JPN,1950,84.274,39.408,2.29,272631.8,0.6205,2030.4
Japan,JPN,1951,85.641,40.385,2.3225,297023.1,0.6205,2013.0
Japan,JPN,1952,86.943,41.342,2.3555,333744.8,0.6205,1995.7
Japan,JPN,1953,88.146,42.262,2.3889,356118.8,0.6205,1978.6
Japan,JPN,1954,89.251,42.802,2.4229,373836.2,0.6205,2008.9
Japan,JPN,1955,90.318,44.174,2.4573,400104.4,0.6205,2034.5
Japan,JPN,1956,91.274,45.048,2.4841,430087.3,0.6205,2085.0
Japan,JPN,1957,92.076,46.237,2.5113,463702.9,0.6205,2108.0
Japan,JPN,1958,92.906,46.42,2.5387,492507.8,0.6205,2133.1
Japan,JPN,1959,93.819,46.82,2.5643,538878.3,0.6205,2156.2
Japan,JPN,1960,94.619,47.911,2.5831,609255.9,0.6205,2172.9
Japan,JPN,1961,95.475,48.58,2.604,681471.9,0.6205,2175.3
Japan,JPN,1962,96.368,49.207,2.625,740055.8,0.6205,2152.7
Japan,JPN,1963,97.354,49.628,2.6462,805087.2,0.6205,2146.3
Japan,JPN,1964,98.374,50.276,2.6676,895141.6,0.6205,2153.5
Japan,JPN,1965,99.436,51.086,2.6892,945923.2,0.6205,2135.1
Japan,JPN,1966,100.349,52.134,2.7109,1042865.4,0.6205,2142.9
Japan,JPN,1967,101.39,53.138,2.7328,1158455.9,0.6205,2156.6
Japan,JPN,1968,102.532,54.024,2.7549,1296415.5,0.6205,2160.3
Japan,JPN,1969,103.75,54.434,2.7771,1451378.0,0.6205,2147.0
Japan,JPN,1970,104.929,55.017,2.7995,1600613.8,0.6205,2137.2
Japan,JPN,1971,106.427,55.478,2.8195,1675826.5,0.6205,2129.3
Japan,JPN,1972,107.976,55.79,2.8395,1816823.0,0.6205,2131.7
Japan,JPN,1973,109.529,57.063,2.8597,1962761.0,0.6205,2117.5
Japan,JPN,1974,111.023,56.837,2.8801,1938712.4,0.6205,2058.7
Japan,JPN,1975,112.413,56.681,2.9006,1998649.2,0.6205,2030.3
Japan,JPN,1976,113.679,57.173,2.9212,2078095.2,0.6205,2057.5
Japan,JPN,1977,114.828,57.88,2.942,2169330.8,0.6205,2064.0
Japan,JPN,1978,115.879,58.446,2.9629,2283696.5,0.6205,2068.0
Japan,JPN,1979,116.867,59.048,2.984,2408935.5,0.6205,2072.7
Japan,JPN,1980,117.817,59.469,3.0052,2476809.5,0.6205,2073.9
Japan,JPN,1981,118.733,59.956,3.0221,2581066.8,0.6184,2068.8
Japan,JPN,1982,119.605,60.476,3.039,2666563.2,0.6224,2068.6
Japan,JPN,1983,120.428,61.391,3.056,2760507.5,0.626,2074.9
Japan,JPN,1984,121.189,61.595,3.0732,2884785.5,0.6148,2089.3
Japan,JPN,1985,121.883,61.912,3.0904,3035757.2,0.606,2076.8
Japan,JPN,1986,122.509,62.168,3.1077,3136742.8,0.5968,2078.5
Japan,JPN,1987,123.073,62.394,3.1251,3285131.2,0.5888,2084.0
Japan,JPN,1988,123.585,63.111,3.1426,3508028.2,0.5799,2080.4
Japan,JPN,1989,124.059,64.028,3.1602,3678449.5,0.5771,2061.4
Japan,JPN,1990,124.505,65.104,3.178,3858425.8,0.5735,2028.4
Japan,JPN,1991,124.93,66.391,3.1944,3990287.0,0.583,2010.7
Japan,JPN,1992,125.331,67.118,3.2109,4024127.2,0.5911,1962.1
Japan,JPN,1993,125.707,67.356,3.2275,4003285.8,0.5958,1926.8
Japan,JPN,1994,126.053,67.43,3.2442,4043041.0,0.604,1909.1
Japan,JPN,1995,126.365,67.658,3.2609,4153907.2,0.5988,1911.6
Japan,JPN,1996,126.644,67.726,3.2778,4282678.0,0.5891,1914.8
Japan,JPN,1997,126.893,68.184,3.2947,4328761.5,0.5955,1887.1
Japan,JPN,1998,127.117,67.342,3.3117,4279915.0,0.5966,1866.5
Japan,JPN,1999,127.326,66.423,3.3288,4269132.0,0.5918,1850.9
Japan,JPN,2000,127.524,65.916,3.346,4387798.0,0.582,1858.5
Japan,JPN,2001,127.714,65.616,3.3609,4405627.0,0.5822,1843.1
Japan,JPN,2002,127.893,64.805,3.3758,4410826.0,0.5697,1830.6
Japan,JPN,2003,128.058,64.804,3.3907,4478233.0,0.5628,1834.2
Japan,JPN,2004,128.204,65.197,3.4058,4576964.0,0.5542,1841.9
Japan,JPN,2005,128.326,65.773,3.4208,4653063.5,0.554,1828.2
Japan,JPN,2006,128.423,66.285,3.436,4719137.5,0.5539,1836.4
Japan,JPN,2007,128.494,66.842,3.4512,4797201.0,0.5504,1826.9
Japan,JPN,2008,128.539,66.798,3.4665,4744741.5,0.5647,1807.7
Japan,JPN,2009,128.555,66.095,3.4819,4487746.5,0.5741,1757.7
Japan,JPN,2010,128.542,66.015,3.4973,4675861.0,0.5611,1779.3
Japan,JPN,2011,128.499,66.01,3.5079,4670464.0,0.5735,1775.3
Japan,JPN,2012,128.424,65.835,3.5186,4740292.0,0.5699,1786.8
Japan,JPN,2013,128.314,66.268,3.5293,4835110.5,0.563,1766.5
Japan,JPN,2014,128.169,66.693,3.54,4853228.5,0.5649,1762.1
Japan,JPN,2015,127.985,66.983,3.5507,4912579.5,0.5557,1756.9
Japan,JPN,2016,127.763,67.621,3.5615,4938220.5,0.5655,1747.1
Japan,JPN,2017,127.503,68.253,3.5723,5045295.5,0.5636,1743.7
Japan,JPN,2018,127.202,69.365,3.5831,5061602.0,0.5636,1729.0
Japan,JPN,2019,126.86,69.977,3.594,5095623.5,0.5636,1691.1
Netherlands,NLD,1950,10.09,4.249,2.4243,113476.6,0.7289,1997.1
